,Human_Path_Length,Shortest_Path_Length,Ratio
37598,3,3,1.0
37599,4,3,1.3333333333333333
37600,3,3,1.0
37601,5,4,1.25
37602,9,3,3.0
37603,4,3,1.3333333333333333
37604,7,4,1.75
37605,5,4,1.25
37606,10,4,2.5
37607,9,4,2.25
37608,3,3,1.0
37609,6,3,2.0
37610,4,3,1.3333333333333333
37611,3,3,1.0
37612,10,3,3.3333333333333335
37613,8,2,4.0
37614,10,2,5.0
37615,4,2,2.0
37616,4,2,2.0
37617,4,3,1.3333333333333333
37618,5,3,1.6666666666666667
37619,5,3,1.6666666666666667
37620,5,3,1.6666666666666667
37621,16,3,5.333333333333333
37622,4,3,1.3333333333333333
37623,5,3,1.6666666666666667
37624,4,2,2.0
37625,7,3,2.3333333333333335
37626,2,2,1.0
37627,4,3,1.3333333333333333
37628,3,3,1.0
37629,4,2,2.0
37630,4,3,1.3333333333333333
37631,3,3,1.0
37632,3,3,1.0
37633,2,2,1.0
37634,7,4,1.75
37635,5,2,2.5
37636,3,2,1.5
37637,4,3,1.3333333333333333
37638,3,2,1.5
37639,2,2,1.0
37640,6,3,2.0
37641,3,3,1.0
37642,7,3,2.3333333333333335
37643,4,4,1.0
37644,1,1,1.0
37645,2,2,1.0
37646,5,2,2.5
37647,6,3,2.0
37648,5,4,1.25
37649,2,2,1.0
37650,12,2,6.0
37651,14,2,7.0
37652,9,3,3.0
37653,4,3,1.3333333333333333
37654,4,3,1.3333333333333333
37655,5,3,1.6666666666666667
37656,5,3,1.6666666666666667
37657,2,2,1.0
37658,3,3,1.0
37659,2,2,1.0
37660,5,3,1.6666666666666667
37661,5,3,1.6666666666666667
37662,3,3,1.0
37663,3,3,1.0
37664,7,3,2.3333333333333335
37665,10,3,3.3333333333333335
37666,6,3,2.0
37667,1,1,1.0
37668,6,3,2.0
37669,3,3,1.0
37670,5,3,1.6666666666666667
37671,4,3,1.3333333333333333
37672,3,3,1.0
37673,4,3,1.3333333333333333
37674,4,3,1.3333333333333333
37675,3,3,1.0
37676,5,3,1.6666666666666667
37677,3,2,1.5
37678,4,3,1.3333333333333333
37679,12,3,4.0
37680,1,1,1.0
37681,5,3,1.6666666666666667
37682,3,2,1.5
37683,18,3,6.0
37684,5,3,1.6666666666666667
37685,4,3,1.3333333333333333
37686,3,3,1.0
37687,2,2,1.0
37688,4,2,2.0
37689,4,3,1.3333333333333333
37690,4,3,1.3333333333333333
37691,5,3,1.6666666666666667
37692,6,3,2.0
37693,4,4,1.0
37694,2,2,1.0
37695,5,4,1.25
37696,7,4,1.75
37697,39,4,9.75
37698,6,3,2.0
37699,3,3,1.0
37700,5,2,2.5
37701,2,2,1.0
37702,8,4,2.0
37703,3,3,1.0
37704,7,2,3.5
37705,13,3,4.333333333333333
37706,7,3,2.3333333333333335
37707,5,4,1.25
37708,4,2,2.0
37709,4,2,2.0
37710,4,2,2.0
37711,2,2,1.0
37712,5,3,1.6666666666666667
37713,6,3,2.0
37714,10,3,3.3333333333333335
37715,4,2,2.0
37716,6,3,2.0
37717,5,3,1.6666666666666667
37718,6,3,2.0
37719,6,3,2.0
37720,5,4,1.25
37721,6,4,1.5
37722,4,3,1.3333333333333333
37723,5,3,1.6666666666666667
37724,4,3,1.3333333333333333
37725,2,2,1.0
37726,4,2,2.0
37727,4,2,2.0
37728,4,2,2.0
37729,5,3,1.6666666666666667
37730,3,3,1.0
37731,8,4,2.0
37732,7,4,1.75
37733,3,3,1.0
37734,4,3,1.3333333333333333
37735,4,3,1.3333333333333333
37736,6,2,3.0
37737,2,2,1.0
37738,6,4,1.5
37739,5,4,1.25
37740,6,3,2.0
37741,4,3,1.3333333333333333
37742,7,3,2.3333333333333335
37743,4,3,1.3333333333333333
37744,6,3,2.0
37745,9,3,3.0
37746,4,2,2.0
37747,3,2,1.5
37748,5,4,1.25
37749,10,2,5.0
37750,2,2,1.0
37751,4,2,2.0
37752,3,2,1.5
37753,4,2,2.0
37754,3,2,1.5
37755,3,2,1.5
37756,2,2,1.0
37757,2,2,1.0
37758,5,3,1.6666666666666667
37759,4,3,1.3333333333333333
37760,2,2,1.0
37761,3,3,1.0
37762,9,3,3.0
37763,3,3,1.0
37764,5,2,2.5
37765,10,2,5.0
37766,3,3,1.0
37767,3,3,1.0
37768,8,3,2.6666666666666665
37769,4,3,1.3333333333333333
37770,4,3,1.3333333333333333
37771,4,3,1.3333333333333333
37772,6,3,2.0
37773,4,4,1.0
37774,6,3,2.0
37775,4,3,1.3333333333333333
37776,4,3,1.3333333333333333
37777,4,3,1.3333333333333333
37778,7,3,2.3333333333333335
37779,7,3,2.3333333333333335
37780,17,3,5.666666666666667
37781,8,4,2.0
37782,6,3,2.0
37783,3,3,1.0
37784,11,4,2.75
37785,3,3,1.0
37786,5,3,1.6666666666666667
37787,4,2,2.0
37788,3,2,1.5
37789,2,2,1.0
37790,2,2,1.0
37791,2,2,1.0
37792,3,3,1.0
37793,4,3,1.3333333333333333
37794,9,3,3.0
37795,5,3,1.6666666666666667
37796,10,2,5.0
37797,8,3,2.6666666666666665
37798,7,3,2.3333333333333335
37799,21,3,7.0
37800,4,2,2.0
37801,2,2,1.0
37802,6,3,2.0
37803,18,3,6.0
37804,26,3,8.666666666666666
37805,6,3,2.0
37806,7,3,2.3333333333333335
37807,5,3,1.6666666666666667
37808,3,2,1.5
37809,7,3,2.3333333333333335
37810,8,2,4.0
37811,9,2,4.5
37812,5,3,1.6666666666666667
37813,3,2,1.5
37814,6,3,2.0
37815,3,2,1.5
37816,7,3,2.3333333333333335
37817,4,3,1.3333333333333333
37818,4,3,1.3333333333333333
37819,11,4,2.75
37820,4,3,1.3333333333333333
37821,7,4,1.75
37822,4,3,1.3333333333333333
37823,6,2,3.0
37824,5,2,2.5
37825,4,2,2.0
37826,33,4,8.25
37827,28,4,7.0
37828,4,3,1.3333333333333333
37829,4,3,1.3333333333333333
37830,4,3,1.3333333333333333
37831,8,3,2.6666666666666665
37832,5,3,1.6666666666666667
37833,5,3,1.6666666666666667
37834,4,3,1.3333333333333333
37835,7,3,2.3333333333333335
37836,23,3,7.666666666666667
37837,10,3,3.3333333333333335
37838,5,3,1.6666666666666667
37839,6,3,2.0
37840,4,3,1.3333333333333333
37841,6,4,1.5
37842,5,4,1.25
37843,3,2,1.5
37844,2,2,1.0
37845,2,1,2.0
37846,3,2,1.5
37847,2,1,2.0
37848,5,2,2.5
37849,9,2,4.5
37850,2,2,1.0
37851,3,3,1.0
37852,3,3,1.0
37853,5,3,1.6666666666666667
37854,7,3,2.3333333333333335
37855,5,3,1.6666666666666667
37856,9,4,2.25
37857,1,1,1.0
37858,2,2,1.0
37859,5,4,1.25
37860,5,4,1.25
37861,7,3,2.3333333333333335
37862,6,3,2.0
37863,6,3,2.0
37864,5,3,1.6666666666666667
37865,6,4,1.5
37866,3,3,1.0
37867,3,2,1.5
37868,3,2,1.5
37869,8,3,2.6666666666666665
37870,3,3,1.0
37871,9,4,2.25
37872,5,4,1.25
37873,5,3,1.6666666666666667
37874,4,3,1.3333333333333333
37875,5,3,1.6666666666666667
37876,4,3,1.3333333333333333
37877,2,2,1.0
37878,3,2,1.5
37879,3,2,1.5
37880,9,3,3.0
37881,4,3,1.3333333333333333
37882,6,3,2.0
37883,4,3,1.3333333333333333
37884,10,3,3.3333333333333335
37885,12,3,4.0
37886,10,3,3.3333333333333335
37887,1,1,1.0
37888,5,3,1.6666666666666667
37889,10,4,2.5
37890,8,4,2.0
37891,5,3,1.6666666666666667
37892,7,2,3.5
37893,2,2,1.0
37894,4,3,1.3333333333333333
37895,4,2,2.0
37896,2,2,1.0
37897,4,3,1.3333333333333333
37898,7,3,2.3333333333333335
37899,4,3,1.3333333333333333
37900,4,3,1.3333333333333333
37901,6,3,2.0
37902,3,3,1.0
37903,7,3,2.3333333333333335
37904,5,3,1.6666666666666667
37905,11,3,3.6666666666666665
37906,12,3,4.0
37907,5,3,1.6666666666666667
37908,2,2,1.0
37909,3,3,1.0
37910,6,4,1.5
37911,6,4,1.5
37912,9,3,3.0
37913,11,3,3.6666666666666665
37914,5,3,1.6666666666666667
37915,7,3,2.3333333333333335
37916,5,4,1.25
37917,3,3,1.0
37918,5,3,1.6666666666666667
37919,3,3,1.0
37920,8,3,2.6666666666666665
37921,8,4,2.0
37922,8,4,2.0
37923,7,4,1.75
37924,7,4,1.75
37925,5,3,1.6666666666666667
37926,3,3,1.0
37927,7,4,1.75
37928,4,3,1.3333333333333333
37929,4,3,1.3333333333333333
37930,6,3,2.0
37931,4,3,1.3333333333333333
37932,6,2,3.0
37933,6,3,2.0
37934,4,2,2.0
37935,11,3,3.6666666666666665
37936,9,3,3.0
37937,6,3,2.0
37938,4,2,2.0
37939,5,2,2.5
37940,3,2,1.5
37941,7,3,2.3333333333333335
37942,4,3,1.3333333333333333
37943,2,2,1.0
37944,2,2,1.0
37945,8,3,2.6666666666666665
37946,2,2,1.0
37947,4,4,1.0
37948,7,4,1.75
37949,14,4,3.5
37950,5,4,1.25
37951,10,4,2.5
37952,3,3,1.0
37953,2,2,1.0
37954,4,2,2.0
37955,3,2,1.5
37956,2,2,1.0
37957,4,3,1.3333333333333333
37958,6,3,2.0
37959,13,3,4.333333333333333
37960,5,3,1.6666666666666667
37961,5,4,1.25
37962,3,3,1.0
37963,6,3,2.0
37964,4,3,1.3333333333333333
37965,4,3,1.3333333333333333
37966,10,4,2.5
37967,5,3,1.6666666666666667
37968,3,3,1.0
37969,4,4,1.0
37970,4,3,1.3333333333333333
37971,6,3,2.0
37972,7,4,1.75
37973,4,3,1.3333333333333333
37974,5,3,1.6666666666666667
37975,6,3,2.0
37976,3,2,1.5
37977,5,3,1.6666666666666667
37978,3,3,1.0
37979,3,3,1.0
37980,4,2,2.0
37981,3,2,1.5
37982,10,3,3.3333333333333335
37983,5,4,1.25
37984,6,2,3.0
37985,3,3,1.0
37986,6,3,2.0
37987,4,3,1.3333333333333333
37988,24,4,6.0
37989,4,3,1.3333333333333333
37990,3,3,1.0
37991,8,3,2.6666666666666665
37992,5,3,1.6666666666666667
37993,5,3,1.6666666666666667
37994,4,3,1.3333333333333333
37995,6,3,2.0
37996,5,3,1.6666666666666667
37997,5,4,1.25
37998,3,3,1.0
37999,10,3,3.3333333333333335
38000,12,4,3.0
38001,9,4,2.25
38002,9,4,2.25
38003,5,4,1.25
38004,2,2,1.0
38005,12,2,6.0
38006,8,3,2.6666666666666665
38007,5,3,1.6666666666666667
38008,11,3,3.6666666666666665
38009,11,2,5.5
38010,8,3,2.6666666666666665
38011,6,3,2.0
38012,7,3,2.3333333333333335
38013,5,3,1.6666666666666667
38014,5,3,1.6666666666666667
38015,3,3,1.0
38016,2,2,1.0
38017,6,4,1.5
38018,6,4,1.5
38019,3,2,1.5
38020,5,3,1.6666666666666667
38021,8,3,2.6666666666666665
38022,3,2,1.5
38023,16,4,4.0
38024,10,4,2.5
38025,25,4,6.25
38026,54,4,13.5
38027,53,4,13.25
38028,2,2,1.0
38029,5,3,1.6666666666666667
38030,5,3,1.6666666666666667
38031,6,4,1.5
38032,4,2,2.0
38033,2,2,1.0
38034,3,3,1.0
38035,3,3,1.0
38036,6,3,2.0
38037,4,3,1.3333333333333333
38038,4,3,1.3333333333333333
38039,4,3,1.3333333333333333
38040,4,2,2.0
38041,3,3,1.0
38042,6,3,2.0
38043,7,3,2.3333333333333335
38044,3,3,1.0
38045,7,4,1.75
38046,5,3,1.6666666666666667
38047,8,3,2.6666666666666665
38048,6,3,2.0
38049,4,3,1.3333333333333333
38050,4,3,1.3333333333333333
38051,1,1,1.0
38052,3,2,1.5
38053,5,3,1.6666666666666667
38054,3,3,1.0
38055,4,3,1.3333333333333333
38056,3,3,1.0
38057,6,3,2.0
38058,3,3,1.0
38059,5,3,1.6666666666666667
38060,4,1,4.0
38061,5,2,2.5
38062,4,2,2.0
38063,4,2,2.0
38064,3,2,1.5
38065,4,3,1.3333333333333333
38066,7,3,2.3333333333333335
38067,4,3,1.3333333333333333
38068,3,3,1.0
38069,13,3,4.333333333333333
38070,3,3,1.0
38071,4,3,1.3333333333333333
38072,4,3,1.3333333333333333
38073,8,4,2.0
38074,5,4,1.25
38075,5,3,1.6666666666666667
38076,6,4,1.5
38077,6,4,1.5
38078,6,4,1.5
38079,4,4,1.0
38080,5,3,1.6666666666666667
38081,15,3,5.0
38082,5,3,1.6666666666666667
38083,15,4,3.75
38084,7,4,1.75
38085,5,4,1.25
38086,5,3,1.6666666666666667
38087,7,4,1.75
38088,6,4,1.5
38089,5,4,1.25
38090,5,4,1.25
38091,4,2,2.0
38092,3,2,1.5
38093,3,2,1.5
38094,4,2,2.0
38095,15,2,7.5
38096,3,3,1.0
38097,6,3,2.0
38098,3,3,1.0
38099,3,3,1.0
38100,3,3,1.0
38101,2,2,1.0
38102,4,2,2.0
38103,2,2,1.0
38104,4,2,2.0
38105,8,3,2.6666666666666665
38106,5,4,1.25
38107,3,3,1.0
38108,3,3,1.0
38109,5,3,1.6666666666666667
38110,8,2,4.0
38111,4,3,1.3333333333333333
38112,7,3,2.3333333333333335
38113,6,3,2.0
38114,7,2,3.5
38115,6,4,1.5
38116,5,4,1.25
38117,5,4,1.25
38118,2,2,1.0
38119,5,2,2.5
38120,9,3,3.0
38121,6,3,2.0
38122,5,3,1.6666666666666667
38123,9,3,3.0
38124,7,3,2.3333333333333335
38125,3,3,1.0
38126,3,3,1.0
38127,5,2,2.5
38128,2,2,1.0
38129,4,2,2.0
38130,14,3,4.666666666666667
38131,7,3,2.3333333333333335
38132,4,2,2.0
38133,2,2,1.0
38134,2,2,1.0
38135,2,2,1.0
38136,6,3,2.0
38137,6,2,3.0
38138,2,2,1.0
38139,8,2,4.0
38140,4,2,2.0
38141,2,2,1.0
38142,3,2,1.5
38143,5,2,2.5
38144,10,2,5.0
38145,3,2,1.5
38146,3,2,1.5
38147,5,3,1.6666666666666667
38148,6,2,3.0
38149,8,3,2.6666666666666665
38150,6,3,2.0
38151,16,3,5.333333333333333
38152,5,3,1.6666666666666667
38153,5,3,1.6666666666666667
38154,3,2,1.5
38155,4,3,1.3333333333333333
38156,11,3,3.6666666666666665
38157,3,3,1.0
38158,12,3,4.0
38159,9,3,3.0
38160,7,4,1.75
38161,2,2,1.0
38162,3,3,1.0
38163,5,3,1.6666666666666667
38164,6,3,2.0
38165,17,2,8.5
38166,5,2,2.5
38167,4,3,1.3333333333333333
38168,3,2,1.5
38169,4,2,2.0
38170,2,2,1.0
38171,5,3,1.6666666666666667
38172,6,3,2.0
38173,3,3,1.0
38174,2,2,1.0
38175,4,2,2.0
38176,8,2,4.0
38177,4,2,2.0
38178,4,3,1.3333333333333333
38179,3,3,1.0
38180,4,2,2.0
38181,4,2,2.0
38182,4,3,1.3333333333333333
38183,3,2,1.5
38184,6,3,2.0
38185,4,3,1.3333333333333333
38186,4,4,1.0
38187,5,4,1.25
38188,4,2,2.0
38189,4,4,1.0
38190,8,4,2.0
38191,5,3,1.6666666666666667
38192,6,3,2.0
38193,4,3,1.3333333333333333
38194,4,3,1.3333333333333333
38195,4,4,1.0
38196,8,2,4.0
38197,4,2,2.0
38198,11,4,2.75
38199,4,3,1.3333333333333333
38200,19,3,6.333333333333333
38201,5,3,1.6666666666666667
38202,6,4,1.5
38203,6,4,1.5
38204,7,4,1.75
38205,4,2,2.0
38206,6,4,1.5
38207,2,2,1.0
38208,7,3,2.3333333333333335
38209,23,2,11.5
38210,4,3,1.3333333333333333
38211,4,2,2.0
38212,4,2,2.0
38213,2,2,1.0
38214,5,4,1.25
38215,5,3,1.6666666666666667
38216,5,3,1.6666666666666667
38217,3,3,1.0
38218,3,2,1.5
38219,7,2,3.5
38220,4,2,2.0
38221,4,2,2.0
38222,3,3,1.0
38223,12,3,4.0
38224,2,2,1.0
38225,2,2,1.0
38226,6,2,3.0
38227,26,3,8.666666666666666
38228,4,3,1.3333333333333333
38229,3,2,1.5
38230,5,4,1.25
38231,7,3,2.3333333333333335
38232,3,3,1.0
38233,5,3,1.6666666666666667
38234,10,4,2.5
38235,6,4,1.5
38236,11,4,2.75
38237,5,3,1.6666666666666667
38238,2,2,1.0
38239,6,2,3.0
38240,29,3,9.666666666666666
38241,4,3,1.3333333333333333
38242,5,3,1.6666666666666667
38243,12,3,4.0
38244,7,3,2.3333333333333335
38245,6,3,2.0
38246,3,3,1.0
38247,5,3,1.6666666666666667
38248,2,2,1.0
38249,5,4,1.25
38250,2,2,1.0
38251,8,2,4.0
38252,4,2,2.0
38253,5,2,2.5
38254,10,4,2.5
38255,6,4,1.5
38256,3,3,1.0
38257,4,3,1.3333333333333333
38258,5,2,2.5
38259,4,3,1.3333333333333333
38260,6,3,2.0
38261,3,3,1.0
38262,6,3,2.0
38263,7,4,1.75
38264,8,4,2.0
38265,3,2,1.5
38266,3,2,1.5
38267,4,1,4.0
38268,7,4,1.75
38269,4,3,1.3333333333333333
38270,4,3,1.3333333333333333
38271,7,2,3.5
38272,4,2,2.0
38273,4,2,2.0
38274,9,3,3.0
38275,7,3,2.3333333333333335
38276,8,3,2.6666666666666665
38277,7,3,2.3333333333333335
38278,4,3,1.3333333333333333
38279,4,4,1.0
38280,8,4,2.0
38281,5,4,1.25
38282,6,4,1.5
38283,2,2,1.0
38284,6,2,3.0
38285,8,2,4.0
38286,4,3,1.3333333333333333
38287,5,4,1.25
38288,3,3,1.0
38289,5,3,1.6666666666666667
38290,6,3,2.0
38291,6,4,1.5
38292,5,4,1.25
38293,12,4,3.0
38294,6,2,3.0
38295,2,2,1.0
38296,2,2,1.0
38297,11,3,3.6666666666666665
38298,5,3,1.6666666666666667
38299,5,3,1.6666666666666667
38300,3,3,1.0
38301,6,3,2.0
38302,6,3,2.0
38303,6,3,2.0
38304,4,3,1.3333333333333333
38305,7,3,2.3333333333333335
38306,3,3,1.0
38307,3,3,1.0
38308,8,4,2.0
38309,4,4,1.0
38310,3,3,1.0
38311,17,3,5.666666666666667
38312,3,3,1.0
38313,10,4,2.5
38314,13,4,3.25
38315,7,4,1.75
38316,5,4,1.25
38317,10,4,2.5
38318,4,3,1.3333333333333333
38319,3,2,1.5
38320,2,2,1.0
38321,5,2,2.5
38322,6,3,2.0
38323,2,2,1.0
38324,2,2,1.0
38325,9,4,2.25
38326,6,3,2.0
38327,3,3,1.0
38328,5,2,2.5
38329,2,2,1.0
38330,2,2,1.0
38331,6,3,2.0
38332,10,3,3.3333333333333335
38333,3,3,1.0
38334,3,3,1.0
38335,7,4,1.75
38336,8,3,2.6666666666666665
38337,5,3,1.6666666666666667
38338,5,3,1.6666666666666667
38339,3,3,1.0
38340,4,3,1.3333333333333333
38341,18,4,4.5
38342,4,4,1.0
38343,4,4,1.0
38344,10,5,2.0
38345,7,5,1.4
38346,7,5,1.4
38347,7,5,1.4
38348,4,3,1.3333333333333333
38349,3,3,1.0
38350,4,3,1.3333333333333333
38351,4,3,1.3333333333333333
38352,9,3,3.0
38353,4,3,1.3333333333333333
38354,3,3,1.0
38355,3,3,1.0
38356,2,2,1.0
38357,1,1,1.0
38358,5,3,1.6666666666666667
38359,4,3,1.3333333333333333
38360,4,3,1.3333333333333333
38361,2,2,1.0
38362,3,3,1.0
38363,6,4,1.5
38364,7,4,1.75
38365,6,3,2.0
38366,15,4,3.75
38367,4,3,1.3333333333333333
38368,4,3,1.3333333333333333
38369,6,3,2.0
38370,4,3,1.3333333333333333
38371,5,3,1.6666666666666667
38372,4,3,1.3333333333333333
38373,4,3,1.3333333333333333
38374,5,4,1.25
38375,14,4,3.5
38376,8,3,2.6666666666666665
38377,7,3,2.3333333333333335
38378,3,3,1.0
38379,4,4,1.0
38380,3,3,1.0
38381,21,5,4.2
38382,6,4,1.5
38383,5,3,1.6666666666666667
38384,5,4,1.25
38385,6,3,2.0
38386,7,3,2.3333333333333335
38387,5,3,1.6666666666666667
38388,3,1,3.0
38389,5,3,1.6666666666666667
38390,4,2,2.0
38391,5,3,1.6666666666666667
38392,5,3,1.6666666666666667
38393,4,3,1.3333333333333333
38394,2,2,1.0
38395,7,3,2.3333333333333335
38396,8,3,2.6666666666666665
38397,7,3,2.3333333333333335
38398,4,3,1.3333333333333333
38399,7,3,2.3333333333333335
38400,3,3,1.0
38401,7,3,2.3333333333333335
38402,7,3,2.3333333333333335
38403,5,3,1.6666666666666667
38404,28,3,9.333333333333334
38405,4,3,1.3333333333333333
38406,4,3,1.3333333333333333
38407,7,3,2.3333333333333335
38408,4,3,1.3333333333333333
38409,3,3,1.0
38410,6,3,2.0
38411,4,3,1.3333333333333333
38412,7,3,2.3333333333333335
38413,13,5,2.6
38414,4,4,1.0
38415,5,4,1.25
38416,4,2,2.0
38417,2,2,1.0
38418,3,3,1.0
38419,7,3,2.3333333333333335
38420,4,3,1.3333333333333333
38421,5,3,1.6666666666666667
38422,10,3,3.3333333333333335
38423,6,3,2.0
38424,7,3,2.3333333333333335
38425,11,3,3.6666666666666665
38426,8,3,2.6666666666666665
38427,5,3,1.6666666666666667
38428,4,3,1.3333333333333333
38429,16,4,4.0
38430,5,4,1.25
38431,5,4,1.25
38432,5,4,1.25
38433,5,4,1.25
38434,4,4,1.0
38435,4,4,1.0
38436,5,3,1.6666666666666667
38437,6,3,2.0
38438,4,4,1.0
38439,7,3,2.3333333333333335
38440,4,3,1.3333333333333333
38441,4,3,1.3333333333333333
38442,3,3,1.0
38443,6,3,2.0
38444,8,3,2.6666666666666665
38445,8,3,2.6666666666666665
38446,6,3,2.0
38447,5,3,1.6666666666666667
38448,3,3,1.0
38449,4,3,1.3333333333333333
38450,3,3,1.0
38451,7,3,2.3333333333333335
38452,6,3,2.0
38453,5,3,1.6666666666666667
38454,13,3,4.333333333333333
38455,3,3,1.0
38456,11,3,3.6666666666666665
38457,6,3,2.0
38458,3,3,1.0
38459,7,3,2.3333333333333335
38460,13,4,3.25
38461,7,3,2.3333333333333335
38462,4,2,2.0
38463,9,3,3.0
38464,9,3,3.0
38465,3,1,3.0
38466,5,2,2.5
38467,8,5,1.6
38468,8,3,2.6666666666666665
38469,7,3,2.3333333333333335
38470,8,3,2.6666666666666665
38471,4,3,1.3333333333333333
38472,6,3,2.0
38473,6,3,2.0
38474,8,3,2.6666666666666665
38475,10,3,3.3333333333333335
38476,4,2,2.0
38477,4,2,2.0
38478,4,2,2.0
38479,4,3,1.3333333333333333
38480,8,3,2.6666666666666665
38481,7,2,3.5
38482,3,2,1.5
38483,6,3,2.0
38484,4,2,2.0
38485,5,2,2.5
38486,7,4,1.75
38487,6,3,2.0
38488,4,3,1.3333333333333333
38489,3,2,1.5
38490,27,3,9.0
38491,6,3,2.0
38492,11,3,3.6666666666666665
38493,2,2,1.0
38494,5,3,1.6666666666666667
38495,10,3,3.3333333333333335
38496,4,3,1.3333333333333333
38497,17,3,5.666666666666667
38498,4,3,1.3333333333333333
38499,11,5,2.2
38500,14,5,2.8
38501,6,4,1.5
38502,2,2,1.0
38503,2,2,1.0
38504,3,3,1.0
38505,5,3,1.6666666666666667
38506,7,3,2.3333333333333335
38507,3,3,1.0
38508,7,4,1.75
38509,4,3,1.3333333333333333
38510,2,2,1.0
38511,10,4,2.5
38512,7,4,1.75
38513,4,3,1.3333333333333333
38514,4,2,2.0
38515,6,3,2.0
38516,1,1,1.0
38517,4,2,2.0
38518,2,2,1.0
38519,14,3,4.666666666666667
38520,11,4,2.75
38521,3,2,1.5
38522,2,2,1.0
38523,14,3,4.666666666666667
38524,7,3,2.3333333333333335
38525,9,3,3.0
38526,14,3,4.666666666666667
38527,7,3,2.3333333333333335
38528,16,3,5.333333333333333
38529,5,3,1.6666666666666667
38530,13,3,4.333333333333333
38531,6,3,2.0
38532,3,3,1.0
38533,8,3,2.6666666666666665
38534,5,3,1.6666666666666667
38535,4,2,2.0
38536,5,3,1.6666666666666667
38537,6,4,1.5
38538,3,2,1.5
38539,3,2,1.5
38540,3,3,1.0
38541,3,2,1.5
38542,20,3,6.666666666666667
38543,3,2,1.5
38544,4,3,1.3333333333333333
38545,4,3,1.3333333333333333
38546,7,3,2.3333333333333335
38547,6,3,2.0
38548,3,3,1.0
38549,12,5,2.4
38550,4,4,1.0
38551,1,1,1.0
38552,3,2,1.5
38553,7,3,2.3333333333333335
38554,4,3,1.3333333333333333
38555,4,3,1.3333333333333333
38556,4,2,2.0
38557,9,2,4.5
38558,3,2,1.5
38559,7,4,1.75
38560,2,2,1.0
38561,4,3,1.3333333333333333
38562,3,3,1.0
38563,8,2,4.0
38564,4,2,2.0
38565,7,3,2.3333333333333335
38566,4,3,1.3333333333333333
38567,4,3,1.3333333333333333
38568,6,2,3.0
38569,3,2,1.5
38570,4,4,1.0
38571,3,3,1.0
38572,6,4,1.5
38573,6,3,2.0
38574,7,3,2.3333333333333335
38575,1,1,1.0
38576,3,2,1.5
38577,2,2,1.0
38578,3,2,1.5
38579,5,3,1.6666666666666667
38580,3,3,1.0
38581,3,2,1.5
38582,11,3,3.6666666666666665
38583,5,3,1.6666666666666667
38584,6,3,2.0
38585,2,2,1.0
38586,3,2,1.5
38587,7,5,1.4
38588,7,5,1.4
38589,5,4,1.25
38590,11,4,2.75
38591,5,4,1.25
38592,5,4,1.25
38593,7,4,1.75
38594,4,3,1.3333333333333333
38595,13,3,4.333333333333333
38596,6,3,2.0
38597,5,3,1.6666666666666667
38598,5,3,1.6666666666666667
38599,8,3,2.6666666666666665
38600,7,3,2.3333333333333335
38601,11,3,3.6666666666666665
38602,5,3,1.6666666666666667
38603,3,2,1.5
38604,4,3,1.3333333333333333
38605,3,2,1.5
38606,4,4,1.0
38607,3,2,1.5
38608,6,4,1.5
38609,2,2,1.0
38610,4,3,1.3333333333333333
38611,8,3,2.6666666666666665
38612,10,4,2.5
38613,4,3,1.3333333333333333
38614,7,3,2.3333333333333335
38615,3,2,1.5
38616,7,2,3.5
38617,6,4,1.5
38618,5,3,1.6666666666666667
38619,5,3,1.6666666666666667
38620,4,3,1.3333333333333333
38621,4,3,1.3333333333333333
38622,3,3,1.0
38623,10,5,2.0
38624,3,2,1.5
38625,14,2,7.0
38626,5,4,1.25
38627,3,2,1.5
38628,4,3,1.3333333333333333
38629,8,3,2.6666666666666665
38630,6,3,2.0
38631,4,2,2.0
38632,16,4,4.0
38633,4,3,1.3333333333333333
38634,6,4,1.5
38635,4,4,1.0
38636,5,3,1.6666666666666667
38637,6,3,2.0
38638,4,3,1.3333333333333333
38639,18,3,6.0
38640,8,3,2.6666666666666665
38641,4,3,1.3333333333333333
38642,9,3,3.0
38643,3,3,1.0
38644,6,3,2.0
38645,4,3,1.3333333333333333
38646,5,4,1.25
38647,2,2,1.0
38648,3,3,1.0
38649,6,4,1.5
38650,6,3,2.0
38651,3,2,1.5
38652,18,4,4.5
38653,4,4,1.0
38654,9,4,2.25
38655,4,4,1.0
38656,7,3,2.3333333333333335
38657,7,3,2.3333333333333335
38658,7,3,2.3333333333333335
38659,5,3,1.6666666666666667
38660,5,3,1.6666666666666667
38661,3,3,1.0
38662,7,4,1.75
38663,10,4,2.5
38664,2,2,1.0
38665,3,2,1.5
38666,8,4,2.0
38667,5,4,1.25
38668,5,4,1.25
38669,7,3,2.3333333333333335
38670,7,3,2.3333333333333335
38671,5,4,1.25
38672,4,2,2.0
38673,2,2,1.0
38674,3,3,1.0
38675,5,2,2.5
38676,6,3,2.0
38677,8,3,2.6666666666666665
38678,6,3,2.0
38679,3,2,1.5
38680,5,4,1.25
38681,7,4,1.75
38682,8,4,2.0
38683,12,3,4.0
38684,14,4,3.5
38685,8,3,2.6666666666666665
38686,5,3,1.6666666666666667
38687,6,3,2.0
38688,4,3,1.3333333333333333
38689,22,5,4.4
38690,13,5,2.6
38691,11,5,2.2
38692,6,4,1.5
38693,5,4,1.25
38694,4,4,1.0
38695,4,4,1.0
